BuildingClass,StreetSize,LotArea,BuildingType,OverallCondition,YearRemodeled,LivingAreaSize,Bathroom,Bedroom,Kitchen,TotalRooms,Fireplaces,GarageCars,GarageArea,SaleCondition,SalePrice
20.0,71.0,9230.0,1Family,8.0,1998.0,1200.0,1.0,1.0,1.0,6.0,0.0,2.0,884.0,Normal,146000
20.0,74.0,5868.0,1Family,7.0,2000.0,936.0,1.0,2.0,1.0,4.0,0.0,1.0,308.0,Normal,129000
20.0,78.0,9317.0,1Family,5.0,2006.0,1314.0,2.0,3.0,1.0,6.0,1.0,2.0,440.0,Normal,176432
70.0,60.0,6882.0,1Family,7.0,,1355.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,Normal,127000
120.0,,3696.0,Townhouse,5.0,1986.0,1088.0,1.0,2.0,1.0,5.0,0.0,2.0,,Normal,170000
,50.0,6000.0,1Family,6.0,1950.0,1324.0,1.0,3.0,1.0,6.0,0.0,1.0,240.0,Normal,128000
20.0,82.0,11880.0,1Family,5.0,1978.0,1601.0,2.0,3.0,1.0,7.0,1.0,2.0,478.0,Abnormal,157000
30.0,60.0,8400.0,1Family,5.0,1950.0,438.0,1.0,1.0,1.0,3.0,0.0,,246.0,Normal,60000
20.0,61.0,9758.0,1Family,5.0,1971.0,950.0,1.0,3.0,1.0,5.0,0.0,1.0,280.0,Normal,119500
20.0,70.0,,1Family,7.0,2002.0,1134.0,1.0,2.0,1.0,6.0,0.0,,254.0,Partial,135000
20.0,79.0,8910.0,1Family,6.0,1959.0,1194.0,1.0,3.0,1.0,6.0,1.0,,539.0,Normal,159500
160.0,24.0,2016.0,Townhouse,5.0,1970.0,1302.0,2.0,3.0,1.0,6.0,0.0,2.0,440.0,Normal,106000
,98.0,12256.0,1Family,5.0,1995.0,2622.0,2.0,3.0,1.0,9.0,2.0,2.0,712.0,Normal,325000
20.0,114.0,,1Family,5.0,1991.0,1442.0,2.0,3.0,1.0,6.0,1.0,2.0,719.0,Normal,179900
60.0,168.0,23257.0,1Family,5.0,2006.0,2021.0,2.0,3.0,1.0,9.0,1.0,2.0,422.0,Partial,274725
60.0,,8063.0,1Family,5.0,2000.0,1690.0,2.0,3.0,1.0,7.0,1.0,2.0,463.0,Abnormal,181000
20.0,107.0,11362.0,1Family,5.0,2005.0,1836.0,2.0,3.0,1.0,7.0,1.0,3.0,862.0,Normal,280000
60.0,,8000.0,1Family,5.0,1996.0,1658.0,2.0,3.0,1.0,8.0,1.0,,431.0,Normal,188000
60.0,80.0,10480.0,1Family,6.0,1976.0,1964.0,2.0,4.0,1.0,8.0,1.0,2.0,483.0,Normal,205000
20.0,73.0,7100.0,1Family,7.0,1957.0,816.0,1.0,2.0,1.0,5.0,0.0,1.0,308.0,Normal,129900
20.0,,,1Family,7.0,2006.0,1008.0,1.0,2.0,1.0,6.0,,1.0,240.0,Normal,134500
20.0,90.0,5400.0,1Family,7.0,2000.0,833.0,1.0,2.0,1.0,4.0,0.0,,326.0,Normal,117000
20.0,93.0,12085.0,1Family,5.0,2007.0,1734.0,2.0,3.0,1.0,7.0,1.0,3.0,928.0,Partial,318000
,,7750.0,1Family,5.0,2002.0,1419.0,2.0,3.0,1.0,7.0,1.0,2.0,527.0,,184100
20.0,57.0,9764.0,1Family,7.0,2003.0,894.0,1.0,3.0,1.0,5.0,0.0,2.0,450.0,Normal,130000
80.0,85.0,13825.0,1Family,6.0,1987.0,1601.0,1.0,3.0,1.0,6.0,0.0,1.0,300.0,Normal,140000
20.0,70.0,7560.0,1Family,5.0,1959.0,1040.0,1.0,3.0,1.0,6.0,0.0,1.0,286.0,Normal,133700
30.0,59.0,8263.0,1Family,5.0,1950.0,1012.0,,2.0,1.0,6.0,1.0,1.0,308.0,Normal,118400
20.0,84.0,10084.0,1Family,5.0,2006.0,1552.0,2.0,3.0,1.0,7.0,0.0,3.0,782.0,Partial,212900
20.0,,8926.0,1Family,3.0,1956.0,960.0,1.0,3.0,1.0,5.0,0.0,1.0,288.0,Abnormal,112000
20.0,50.0,9405.0,1Family,9.0,2008.0,698.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,Normal,118000
80.0,,9125.0,1Family,5.0,1992.0,1482.0,2.0,3.0,1.0,7.0,1.0,2.0,392.0,Normal,163900
20.0,60.0,10434.0,1Family,5.0,1955.0,,1.0,2.0,1.0,5.0,1.0,2.0,672.0,Normal,115000
120.0,53.0,3684.0,Townhouse,5.0,2007.0,1555.0,2.0,,1.0,,1.0,,660.0,,174000
20.0,182.0,14572.0,1Family,5.0,2004.0,1530.0,2.0,3.0,1.0,7.0,1.0,3.0,630.0,Partial,259000
60.0,59.0,11796.0,1Family,5.0,2005.0,1959.0,2.0,4.0,1.0,8.0,1.0,2.0,434.0,Normal,215000
90.0,60.0,7200.0,Duplex,5.0,1980.0,936.0,1.0,2.0,1.0,4.0,0.0,2.0,672.0,Normal,140000
50.0,65.0,7804.0,1Family,3.0,1950.0,1981.0,2.0,4.0,1.0,7.0,2.0,2.0,576.0,Normal,135000
20.0,63.0,10712.0,1Family,5.0,1992.0,974.0,1.0,3.0,1.0,5.0,,0.0,0.0,Abnormal,93500
70.0,90.0,9900.0,1Family,4.0,,2210.0,2.0,5.0,1.0,,0.0,1.0,205.0,Normal,117500
60.0,80.0,9828.0,1Family,5.0,1995.0,2020.0,2.0,3.0,,8.0,1.0,2.0,466.0,Normal,239500
60.0,57.0,8773.0,1Family,5.0,1997.0,1600.0,2.0,3.0,1.0,7.0,,2.0,460.0,Normal,169000
30.0,60.0,6180.0,1Family,,1950.0,986.0,1.0,2.0,1.0,5.0,1.0,1.0,180.0,Normal,102000
50.0,80.0,9600.0,1Family,5.0,1950.0,,1.0,3.0,1.0,6.0,0.0,1.0,288.0,,119000
50.0,54.0,6342.0,1Family,8.0,1996.0,1020.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,Normal,94000
20.0,,9819.0,,5.0,1977.0,1567.0,2.0,2.0,1.0,5.0,2.0,2.0,714.0,Normal,196000
30.0,98.0,8731.0,1Family,5.0,1950.0,1167.0,1.0,3.0,1.0,6.0,1.0,2.0,495.0,Normal,144000
20.0,60.0,7350.0,1Family,7.0,,952.0,1.0,2.0,1.0,4.0,0.0,2.0,840.0,Abnormal,139000
60.0,,10304.0,1Family,7.0,1976.0,1868.0,2.0,4.0,1.0,9.0,,2.0,484.0,Normal,197500
,77.0,9965.0,1Family,5.0,2007.0,2828.0,3.0,4.0,,11.0,1.0,3.0,1052.0,Partial,424870
20.0,,,1Family,3.0,1959.0,1006.0,,3.0,1.0,5.0,0.0,,0.0,Normal,80000
190.0,60.0,12180.0,2Family,4.0,1950.0,924.0,1.0,2.0,1.0,5.0,0.0,1.0,280.0,Normal,80000
50.0,52.0,6240.0,,6.0,1950.0,1576.0,,3.0,,8.0,1.0,1.0,225.0,,149000
20.0,,11200.0,1Family,5.0,1985.0,1298.0,2.0,3.0,1.0,5.0,1.0,2.0,403.0,Normal,180000
70.0,75.0,12000.0,1Family,7.0,1950.0,1564.0,1.0,3.0,1.0,,1.0,1.0,234.0,Normal,174500
50.0,,5700.0,1Family,7.0,1950.0,1111.0,1.0,2.0,,5.0,1.0,1.0,288.0,Normal,116900
70.0,50.0,9000.0,1Family,9.0,1988.0,1482.0,1.0,3.0,1.0,7.0,0.0,2.0,324.0,Normal,143000
20.0,,8280.0,1Family,5.0,1950.0,,1.0,2.0,1.0,4.0,,1.0,306.0,Normal,124000
20.0,134.0,17755.0,1Family,,1959.0,1466.0,1.0,3.0,1.0,6.0,2.0,2.0,528.0,,149900
20.0,90.0,14115.0,1Family,7.0,2004.0,1811.0,1.0,2.0,1.0,6.0,1.0,2.0,470.0,Abnormal,230000
30.0,,5890.0,1Family,8.0,2007.0,816.0,1.0,,1.0,5.0,0.0,1.0,432.0,Normal,120500
60.0,,13700.0,1Family,6.0,1988.0,1820.0,1.0,4.0,1.0,8.0,2.0,2.0,492.0,Normal,201800
20.0,90.0,10768.0,1Family,8.0,2004.0,1437.0,2.0,3.0,1.0,6.0,1.0,2.0,528.0,Normal,218000
80.0,85.0,9350.0,1Family,8.0,1999.0,1265.0,2.0,3.0,1.0,6.0,1.0,2.0,502.0,Normal,179900
,34.0,5001.0,Townhouse,5.0,2008.0,1314.0,2.0,2.0,1.0,6.0,1.0,2.0,626.0,Normal,230000
20.0,92.0,11932.0,1Family,5.0,2008.0,1580.0,2.0,3.0,1.0,7.0,0.0,3.0,830.0,Partial,235128
60.0,76.0,9120.0,1Family,6.0,1974.0,1876.0,2.0,4.0,1.0,8.0,1.0,2.0,540.0,Normal,185000
160.0,24.0,2280.0,Townhouse,5.0,1978.0,1456.0,2.0,3.0,1.0,7.0,1.0,2.0,440.0,Normal,146000
20.0,,14778.0,1Family,7.0,2006.0,,1.0,3.0,1.0,7.0,1.0,2.0,924.0,Normal,224000
20.0,109.0,8724.0,1Family,5.0,1968.0,894.0,1.0,3.0,1.0,5.0,1.0,2.0,450.0,Normal,129000
90.0,60.0,12900.0,Duplex,4.0,1969.0,,0.0,0.0,2.0,6.0,0.0,2.0,400.0,Normal,108959
,,16157.0,1Family,7.0,1978.0,1432.0,1.0,2.0,1.0,5.0,1.0,2.0,,Normal,194000
20.0,79.0,9541.0,1Family,,2009.0,1502.0,2.0,3.0,1.0,7.0,0.0,2.0,644.0,Partial,233170
20.0,64.0,10475.0,1Family,,2008.0,1694.0,2.0,3.0,1.0,,0.0,3.0,776.0,Normal,245350
60.0,58.0,10852.0,1Family,5.0,2000.0,1671.0,,3.0,1.0,7.0,,2.0,472.0,Normal,173000
70.0,120.0,13728.0,1Family,7.0,1986.0,2108.0,2.0,4.0,1.0,7.0,2.0,2.0,540.0,Normal,235000
,118.0,35760.0,1Family,5.0,1996.0,3627.0,3.0,4.0,1.0,10.0,1.0,3.0,807.0,Normal,625000
80.0,76.0,9880.0,1Family,6.0,1977.0,,1.0,3.0,1.0,6.0,1.0,1.0,358.0,Normal,171000
20.0,76.0,9120.0,1Family,6.0,1958.0,1261.0,1.0,3.0,1.0,6.0,1.0,2.0,433.0,Normal,163000
160.0,35.0,4017.0,Townhouse,5.0,2007.0,1250.0,2.0,2.0,1.0,5.0,0.0,2.0,625.0,Normal,171900
50.0,138.0,18030.0,1Family,6.0,1994.0,3086.0,3.0,3.0,1.0,12.0,1.0,0.0,0.0,Normal,200500
70.0,80.0,,1Family,8.0,1950.0,2345.0,2.0,4.0,,9.0,1.0,2.0,360.0,Normal,239000
50.0,85.0,10678.0,1Family,5.0,2000.0,2872.0,2.0,4.0,1.0,9.0,1.0,2.0,541.0,Normal,285000
20.0,37.0,6951.0,1Family,5.0,1985.0,923.0,1.0,3.0,1.0,5.0,0.0,1.0,264.0,Normal,119500
50.0,,3950.0,1Family,8.0,2004.0,1224.0,1.0,3.0,1.0,5.0,0.0,1.0,210.0,Normal,115000
,54.0,7681.0,1Family,6.0,1950.0,1343.0,1.0,3.0,1.0,7.0,1.0,1.0,186.0,Normal,154900
20.0,77.0,8335.0,1Family,5.0,1954.0,1124.0,1.0,3.0,1.0,5.0,1.0,0.0,0.0,Normal,93000
60.0,,11170.0,1Family,5.0,1991.0,2514.0,2.0,4.0,1.0,8.0,0.0,2.0,693.0,Normal,250000
120.0,64.0,5587.0,Townhouse,5.0,2008.0,1652.0,2.0,2.0,1.0,5.0,1.0,2.0,482.0,Partial,392500
60.0,160.0,,,5.0,1996.0,4476.0,3.0,4.0,1.0,10.0,2.0,3.0,813.0,Abnormal,745000
30.0,60.0,10800.0,1Family,6.0,1950.0,1130.0,1.0,2.0,1.0,5.0,1.0,,,Normal,120000
20.0,50.0,35133.0,1Family,4.0,1963.0,1572.0,1.0,3.0,1.0,5.0,2.0,3.0,995.0,Normal,186700
50.0,60.0,9738.0,1Family,7.0,1950.0,1221.0,1.0,4.0,1.0,7.0,0.0,1.0,392.0,Normal,104900
190.0,107.0,10615.0,2Family,5.0,1970.0,1699.0,,3.0,2.0,7.0,,2.0,420.0,Abnormal,95000
20.0,89.0,12461.0,1Family,5.0,1995.0,1624.0,2.0,2.0,1.0,5.0,1.0,3.0,757.0,Normal,262000
60.0,68.0,8935.0,1Family,5.0,2002.0,1660.0,2.0,3.0,1.0,7.0,0.0,2.0,493.0,Normal,195000
60.0,60.0,,1Family,5.0,1999.0,1804.0,2.0,3.0,1.0,7.0,1.0,2.0,442.0,Normal,189000
,,32463.0,2Family,4.0,1975.0,1622.0,1.0,3.0,1.0,7.0,1.0,4.0,1356.0,Normal,168000
160.0,24.0,2645.0,Townhouse,5.0,2000.0,1441.0,2.0,2.0,1.0,5.0,0.0,2.0,492.0,Normal,174000
50.0,60.0,9600.0,1Family,8.0,1994.0,1472.0,1.0,3.0,1.0,6.0,0.0,1.0,250.0,Normal,125000
120.0,,4500.0,Townhouse,5.0,1999.0,1224.0,2.0,2.0,1.0,5.0,0.0,2.0,402.0,Normal,165000
60.0,80.0,9364.0,1Family,7.0,1969.0,1352.0,1.0,4.0,1.0,7.0,,1.0,299.0,Normal,158000
60.0,51.0,8029.0,1Family,5.0,2005.0,1456.0,2.0,3.0,1.0,8.0,0.0,2.0,400.0,Normal,176000
60.0,58.0,14054.0,,5.0,2006.0,1863.0,2.0,4.0,1.0,9.0,1.0,3.0,660.0,Partial,219210
75.0,65.0,8850.0,1Family,6.0,1950.0,1690.0,1.0,3.0,1.0,7.0,1.0,1.0,225.0,Normal,144000
20.0,70.0,9100.0,1Family,5.0,2001.0,1212.0,2.0,3.0,1.0,6.0,0.0,2.0,573.0,,178000
20.0,75.0,11235.0,1Family,5.0,1979.0,1382.0,1.0,3.0,1.0,6.0,1.0,2.0,459.0,Normal,148000
20.0,71.0,9353.0,1Family,,1970.0,864.0,1.0,3.0,1.0,5.0,,1.0,,Abnormal,116050
60.0,80.0,10400.0,1Family,5.0,,1779.0,2.0,3.0,1.0,6.0,0.0,2.0,546.0,Normal,197900
50.0,50.0,6000.0,1Family,8.0,1997.0,1348.0,1.0,3.0,1.0,,1.0,1.0,216.0,Normal,117000
20.0,75.0,9750.0,1Family,5.0,2001.0,1630.0,2.0,3.0,1.0,6.0,1.0,2.0,451.0,Normal,213000
20.0,78.0,,1Family,6.0,1975.0,1074.0,1.0,,1.0,6.0,0.0,2.0,495.0,Normal,153500
20.0,90.0,14684.0,1Family,7.0,1991.0,2196.0,2.0,3.0,1.0,7.0,1.0,3.0,701.0,Normal,271900
20.0,,8900.0,1Family,4.0,1966.0,1056.0,1.0,2.0,1.0,5.0,0.0,1.0,384.0,Normal,107000
20.0,70.0,9135.0,1Family,5.0,2003.0,1700.0,2.0,3.0,1.0,7.0,0.0,2.0,544.0,Normal,200000
20.0,70.0,7763.0,1Family,7.0,1980.0,1283.0,1.0,3.0,1.0,6.0,0.0,2.0,506.0,Normal,140000
20.0,85.0,10182.0,1Family,5.0,2006.0,1660.0,,3.0,1.0,8.0,,2.0,500.0,Partial,290000
60.0,,11218.0,1Family,5.0,,1845.0,2.0,3.0,1.0,8.0,1.0,2.0,462.0,Normal,189000
50.0,152.0,12134.0,1Family,,2005.0,1752.0,2.0,4.0,1.0,8.0,0.0,2.0,492.0,Normal,164000
30.0,50.0,9340.0,1Family,6.0,1950.0,672.0,1.0,2.0,1.0,4.0,0.0,1.0,234.0,Normal,113000
80.0,,10246.0,1Family,9.0,2001.0,960.0,0.0,0.0,1.0,3.0,0.0,1.0,364.0,Normal,145000
85.0,69.0,10205.0,1Family,5.0,1962.0,999.0,1.0,3.0,1.0,6.0,0.0,1.0,300.0,Normal,134500
20.0,99.0,,1Family,5.0,1966.0,894.0,1.0,3.0,1.0,5.0,0.0,1.0,384.0,Normal,125000
,68.0,8930.0,Duplex,5.0,,1902.0,2.0,4.0,2.0,8.0,0.0,2.0,539.0,Normal,112000
20.0,72.0,8640.0,1Family,5.0,,1314.0,2.0,3.0,1.0,6.0,0.0,2.0,552.0,Partial,229456
50.0,52.0,6240.0,1Family,,1950.0,912.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,Normal,80500
160.0,21.0,1680.0,Townhouse,5.0,1971.0,1218.0,1.0,3.0,1.0,7.0,0.0,0.0,0.0,,91500
20.0,66.0,7800.0,1Family,5.0,1964.0,,1.0,2.0,1.0,5.0,0.0,1.0,288.0,Abnormal,115000
20.0,55.0,8250.0,1Family,5.0,1968.0,1211.0,,3.0,1.0,5.0,1.0,1.0,322.0,Normal,134000
50.0,78.0,10496.0,1Family,6.0,1950.0,1846.0,2.0,3.0,1.0,7.0,1.0,1.0,315.0,Normal,143000
20.0,89.0,,1Family,,1951.0,,2.0,4.0,1.0,7.0,0.0,2.0,528.0,Normal,137900
60.0,60.0,15384.0,1Family,5.0,2005.0,1490.0,2.0,3.0,1.0,8.0,1.0,2.0,388.0,Normal,184000
80.0,65.0,10482.0,1Family,8.0,1958.0,1138.0,1.0,3.0,1.0,6.0,0.0,1.0,264.0,Normal,145000
60.0,86.0,14598.0,1Family,5.0,2007.0,1933.0,2.0,4.0,1.0,9.0,,3.0,668.0,Normal,214000
,72.0,8872.0,1Family,8.0,2008.0,912.0,1.0,2.0,1.0,5.0,0.0,2.0,576.0,Normal,147000
120.0,,8769.0,Townhouse,5.0,2008.0,,1.0,1.0,1.0,7.0,1.0,3.0,1052.0,Partial,367294
80.0,70.0,7910.0,1Family,5.0,1960.0,1507.0,2.0,4.0,1.0,7.0,0.0,1.0,404.0,Normal,127000
90.0,,,Duplex,5.0,1977.0,2620.0,2.0,4.0,2.0,12.0,1.0,2.0,600.0,Normal,190000
90.0,70.0,7728.0,Duplex,6.0,1962.0,1190.0,1.0,3.0,1.0,6.0,0.0,2.0,540.0,Normal,132500
90.0,70.0,9842.0,Duplex,5.0,1962.0,1224.0,2.0,2.0,2.0,6.0,0.0,2.0,462.0,Normal,101800
20.0,,12160.0,1Family,5.0,1959.0,1188.0,1.0,3.0,1.0,6.0,0.0,2.0,531.0,Abnormal,142000
70.0,55.0,8525.0,1Family,6.0,1950.0,1964.0,1.0,4.0,1.0,7.0,0.0,0.0,0.0,Abnormal,130000
70.0,96.0,13132.0,,5.0,1950.0,,1.0,4.0,1.0,9.0,0.0,1.0,180.0,Normal,138887
160.0,36.0,2628.0,Townhouse,5.0,2003.0,1626.0,2.0,2.0,1.0,6.0,,2.0,,Normal,175500
60.0,41.0,,1Family,5.0,2005.0,1948.0,2.0,4.0,1.0,8.0,1.0,2.0,434.0,Normal,195000
20.0,63.0,13072.0,1Family,5.0,2005.0,1141.0,1.0,3.0,1.0,6.0,0.0,2.0,484.0,Abnormal,142500
20.0,64.0,9037.0,1Family,5.0,2006.0,1484.0,2.0,2.0,1.0,6.0,1.0,2.0,472.0,Normal,265900
60.0,65.0,8158.0,1Family,5.0,2003.0,1768.0,2.0,3.0,1.0,8.0,0.0,2.0,543.0,,224900
20.0,83.0,9849.0,1Family,6.0,,1689.0,2.0,3.0,1.0,7.0,0.0,3.0,954.0,Partial,248328
85.0,85.0,10625.0,1Family,6.0,1974.0,1173.0,2.0,3.0,1.0,6.0,,2.0,528.0,Partial,170000
20.0,107.0,13891.0,1Family,5.0,2006.0,2076.0,2.0,2.0,1.0,7.0,1.0,3.0,850.0,Partial,465000
70.0,,11435.0,1Family,7.0,1950.0,1517.0,1.0,,1.0,7.0,2.0,2.0,400.0,Normal,230000
80.0,78.0,12090.0,1Family,7.0,,1868.0,3.0,,1.0,7.0,1.0,2.0,477.0,Abnormal,178000
60.0,65.0,8125.0,1Family,5.0,2006.0,,2.0,3.0,1.0,6.0,0.0,2.0,615.0,Partial,186500
80.0,,12328.0,1Family,5.0,1976.0,1034.0,1.0,3.0,1.0,6.0,0.0,3.0,888.0,Normal,169900
75.0,60.0,,1Family,5.0,1950.0,2058.0,1.0,3.0,1.0,8.0,1.0,2.0,396.0,Normal,129500
20.0,60.0,7200.0,1Family,7.0,1950.0,988.0,1.0,3.0,1.0,6.0,0.0,1.0,276.0,Normal,119000
,93.0,11160.0,1Family,5.0,1968.0,2110.0,2.0,3.0,1.0,8.0,2.0,2.0,522.0,Normal,244000
120.0,,3136.0,Townhouse,5.0,2003.0,1405.0,2.0,2.0,1.0,6.0,1.0,,478.0,Normal,171750
20.0,62.0,9858.0,1Family,6.0,1968.0,874.0,1.0,3.0,1.0,,0.0,1.0,288.0,Normal,130000
60.0,,17542.0,1Family,,2003.0,2167.0,2.0,,1.0,9.0,2.0,2.0,518.0,Normal,294000
60.0,60.0,6931.0,1Family,5.0,2004.0,1656.0,2.0,3.0,1.0,7.0,1.0,2.0,397.0,Normal,165400
50.0,52.0,6240.0,1Family,,1950.0,1367.0,1.0,3.0,1.0,6.0,1.0,1.0,560.0,Normal,127500
20.0,91.0,14303.0,1Family,5.0,1994.0,1987.0,2.0,2.0,1.0,7.0,1.0,2.0,691.0,Normal,301500
30.0,,4060.0,1Family,8.0,1950.0,864.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,Normal,99900
80.0,59.0,9587.0,1Family,5.0,2005.0,,2.0,2.0,1.0,5.0,0.0,2.0,400.0,Normal,190000
20.0,65.0,9750.0,1Family,8.0,1969.0,1054.0,1.0,3.0,1.0,6.0,0.0,2.0,460.0,Normal,151000
60.0,,24682.0,1Family,5.0,1999.0,1675.0,2.0,3.0,1.0,7.0,1.0,2.0,502.0,Normal,181000
20.0,80.0,9600.0,1Family,6.0,1956.0,,1.0,2.0,1.0,5.0,0.0,1.0,338.0,Normal,128900
50.0,,11250.0,1Family,5.0,1989.0,1788.0,1.0,5.0,1.0,8.0,2.0,1.0,304.0,Normal,161500
70.0,60.0,13515.0,1Family,6.0,1950.0,1824.0,1.0,3.0,1.0,8.0,1.0,2.0,520.0,Normal,180500
120.0,34.0,4060.0,Townhouse,5.0,1999.0,1337.0,2.0,2.0,1.0,5.0,0.0,2.0,511.0,Abnormal,181000
160.0,35.0,3735.0,Townhouse,5.0,1999.0,1452.0,2.0,3.0,1.0,6.0,0.0,2.0,506.0,Normal,183900
190.0,60.0,10120.0,2Family,4.0,1950.0,,,4.0,2.0,9.0,1.0,1.0,308.0,,122000
20.0,89.0,13214.0,1Family,5.0,2009.0,2018.0,2.0,3.0,1.0,10.0,1.0,3.0,746.0,Normal,378500
50.0,,14100.0,1Family,9.0,1997.0,3447.0,3.0,4.0,1.0,11.0,2.0,3.0,1014.0,Normal,381000
50.0,78.0,11344.0,1Family,5.0,1958.0,,1.0,3.0,1.0,7.0,0.0,1.0,315.0,Normal,144000
40.0,,23595.0,1Family,6.0,,1524.0,0.0,0.0,1.0,4.0,1.0,2.0,586.0,Normal,260000
20.0,,9156.0,1Family,7.0,1968.0,1489.0,2.0,3.0,1.0,7.0,1.0,2.0,462.0,Normal,185750
20.0,,13526.0,1Family,6.0,1965.0,935.0,1.0,3.0,1.0,5.0,0.0,1.0,288.0,Normal,137000
80.0,124.0,11512.0,1Family,7.0,2006.0,1357.0,1.0,2.0,1.0,5.0,1.0,1.0,312.0,Normal,177000
50.0,53.0,5362.0,1Family,6.0,2003.0,1250.0,2.0,3.0,1.0,8.0,1.0,2.0,552.0,Normal,139000
,95.0,11345.0,Duplex,5.0,1950.0,1920.0,2.0,4.0,2.0,10.0,0.0,2.0,400.0,Normal,137000
60.0,,12936.0,1Family,6.0,1972.0,1395.0,1.0,3.0,1.0,6.0,1.0,2.0,497.0,Normal,162000
80.0,,17871.0,1Family,5.0,1976.0,1724.0,,3.0,1.0,7.0,,2.0,480.0,Normal,197900
60.0,75.0,9473.0,,5.0,2002.0,,2.0,3.0,1.0,7.0,1.0,2.0,577.0,Normal,237000
50.0,60.0,7500.0,1Family,4.0,1950.0,1128.0,1.0,2.0,1.0,6.0,0.0,2.0,528.0,Abnormal,68400
20.0,67.0,9808.0,1Family,5.0,2002.0,1573.0,2.0,3.0,1.0,6.0,0.0,2.0,544.0,Normal,227000
20.0,50.0,8049.0,1Family,5.0,1990.0,1339.0,2.0,2.0,1.0,6.0,1.0,2.0,484.0,Normal,180000
20.0,61.0,8800.0,1Family,7.0,2008.0,,2.0,3.0,1.0,5.0,0.0,2.0,484.0,Normal,150500
90.0,94.0,9400.0,Duplex,5.0,1971.0,1824.0,2.0,,2.0,8.0,0.0,0.0,0.0,Normal,139000
50.0,50.0,9638.0,1Family,7.0,1990.0,,2.0,4.0,1.0,10.0,1.0,1.0,336.0,Normal,169000
50.0,50.0,6000.0,,6.0,1950.0,1412.0,1.0,4.0,1.0,6.0,1.0,1.0,,Normal,132500
20.0,,9790.0,1Family,5.0,1963.0,1328.0,1.0,3.0,1.0,6.0,2.0,2.0,528.0,Normal,143000
20.0,,36500.0,1Family,5.0,1964.0,,2.0,4.0,1.0,,0.0,2.0,390.0,Normal,190000
120.0,40.0,5664.0,Townhouse,5.0,2000.0,1659.0,2.0,2.0,1.0,5.0,1.0,2.0,499.0,Normal,278000
60.0,86.0,11065.0,1Family,5.0,2006.0,1970.0,2.0,3.0,1.0,8.0,1.0,3.0,753.0,Partial,281000
80.0,,14112.0,1Family,7.0,1964.0,1152.0,1.0,3.0,1.0,6.0,1.0,2.0,484.0,Normal,180500
,21.0,1680.0,Townhouse,7.0,1972.0,1302.0,2.0,3.0,1.0,6.0,0.0,1.0,264.0,Normal,119500
70.0,60.0,6600.0,1Family,4.0,1965.0,2372.0,2.0,4.0,2.0,11.0,0.0,1.0,,Normal,107500
60.0,78.0,10140.0,1Family,5.0,1976.0,1664.0,2.0,4.0,1.0,8.0,1.0,,528.0,Normal,162900
20.0,60.0,8172.0,1Family,7.0,1990.0,864.0,1.0,2.0,1.0,5.0,0.0,2.0,572.0,Normal,115000
20.0,70.0,8400.0,1Family,5.0,1968.0,1052.0,1.0,3.0,1.0,5.0,0.0,1.0,,Normal,138500
20.0,80.0,8700.0,1Family,6.0,,1128.0,2.0,3.0,1.0,6.0,0.0,2.0,,Normal,155000
180.0,35.0,3675.0,Townhouse,5.0,2006.0,1072.0,2.0,2.0,1.0,5.0,0.0,2.0,525.0,Partial,140000
60.0,313.0,63887.0,1Family,5.0,2008.0,5642.0,2.0,3.0,1.0,12.0,3.0,2.0,1418.0,Partial,160000
20.0,75.0,7500.0,1Family,7.0,1994.0,1246.0,1.0,3.0,1.0,6.0,0.0,1.0,305.0,Normal,154000
60.0,,10762.0,1Family,5.0,1999.0,1983.0,2.0,3.0,1.0,9.0,1.0,2.0,490.0,Normal,225000
70.0,,7500.0,1Family,7.0,1950.0,,1.0,3.0,1.0,7.0,,1.0,213.0,Normal,177500
60.0,92.0,10120.0,1Family,5.0,1994.0,2526.0,2.0,4.0,1.0,8.0,1.0,3.0,844.0,Normal,290000
20.0,73.0,8688.0,1Family,5.0,2005.0,1616.0,,3.0,1.0,7.0,0.0,3.0,834.0,Normal,232000
160.0,32.0,3363.0,,5.0,2004.0,1708.0,2.0,3.0,,7.0,0.0,2.0,380.0,Normal,130000
20.0,108.0,13173.0,1Family,5.0,2007.0,1652.0,2.0,2.0,1.0,,2.0,2.0,840.0,Normal,325000
120.0,48.0,6955.0,Townhouse,5.0,2006.0,1368.0,2.0,2.0,1.0,6.0,1.0,2.0,,Partial,202500
20.0,60.0,8072.0,1Family,5.0,1995.0,990.0,1.0,3.0,1.0,5.0,0.0,2.0,480.0,Normal,138000
20.0,100.0,12000.0,1Family,7.0,2005.0,1122.0,1.0,2.0,1.0,6.0,0.0,,528.0,Normal,147000
20.0,,7153.0,1Family,5.0,1991.0,1294.0,2.0,3.0,1.0,6.0,0.0,2.0,496.0,Normal,179200
20.0,100.0,17500.0,1Family,8.0,2002.0,1902.0,2.0,3.0,1.0,7.0,2.0,2.0,567.0,Normal,335000
20.0,68.0,8814.0,1Family,5.0,2007.0,1274.0,2.0,3.0,1.0,6.0,0.0,2.0,508.0,Partial,203000
